time,Phi,dPhi_dt,Energy,Fragmentation,Ricci,Betti1,PermEntropy
3240.0,0.2,-0.001,7.389,8.31,-2.283,11.0,0.58
3242.0,0.205,0.101,4.483,4.0,-3.469,8.0,0.61
3244.0,0.204,-0.016,7.389,12.44,0.052,13.0,0.62
3246.0,0.204,-0.013,7.389,13.27,0.861,13.0,0.62
3248.0,0.203,-0.011,7.389,8.43,1.012,8.0,0.62
3250.0,0.203,-0.01,7.389,7.76,-1.684,10.0,0.61
3252.0,0.202,-0.008,7.389,8.92,-1.562,11.0,0.6
3254.0,0.202,-0.007,7.389,11.08,-0.443,12.0,0.59
3256.0,0.202,-0.006,7.389,8.87,-0.573,10.0,0.61
3258.0,0.201,-0.005,7.389,5.18,-0.195,6.0,0.63
3260.0,0.201,-0.004,7.389,10.72,-0.744,12.0,0.61
3262.0,0.201,-0.003,7.389,5.28,-3.163,9.0,0.61
3264.0,0.209,0.149,3.558,2.66,-3.766,7.0,0.61
3266.0,0.207,-0.026,7.389,11.14,0.762,11.0,0.62
3268.0,0.206,-0.022,7.389,10.28,0.869,10.0,0.62
3270.0,0.205,-0.018,7.389,11.25,-0.083,12.0,0.63
3272.0,0.204,-0.016,7.389,10.2,-1.232,12.0,0.61
3274.0,0.204,-0.013,7.389,9.82,-1.502,12.0,0.64
3276.0,0.203,-0.011,7.389,11.09,-1.118,13.0,0.66
3278.0,0.203,-0.01,7.389,8.67,0.376,9.0,0.64
3280.0,0.202,-0.008,7.389,13.6,-0.829,15.0,0.61
3282.0,0.202,-0.007,7.389,11.36,0.987,11.0,0.63
3284.0,0.202,-0.006,7.389,12.44,0.142,13.0,0.64
3286.0,0.201,-0.005,7.389,13.49,1.134,13.0,0.63
3288.0,0.201,-0.004,7.389,14.18,0.856,14.0,0.64
3290.0,0.201,-0.004,7.389,16.27,2.0,15.0,0.65
3292.0,0.201,-0.003,7.389,8.88,-1.411,11.0,0.64
3294.0,0.201,-0.003,7.389,9.82,-1.5,12.0,0.64
3296.0,0.201,-0.002,7.389,11.46,1.102,11.0,0.63
3298.0,0.201,-0.002,7.389,9.91,-2.555,13.0,0.61
3300.0,0.2,-0.002,7.389,9.62,-2.864,13.0,0.6
3302.0,0.2,-0.001,7.389,9.1,-1.352,11.0,0.61
3304.0,0.2,-0.001,7.389,10.94,-0.469,12.0,0.62
3306.0,0.2,-0.001,7.389,13.29,-1.073,15.0,0.63
3308.0,0.2,-0.001,7.389,14.16,0.804,14.0,0.63
3310.0,0.2,-0.0,7.389,5.52,-1.797,8.0,0.64
3312.0,0.2,-0.001,7.389,9.37,0.049,10.0,0.64
3314.0,0.2,-0.001,7.389,9.3,-1.129,11.0,0.61
3316.0,0.2,-0.0,7.389,7.52,0.069,8.0,0.61
3318.0,0.2,-0.0,7.389,10.49,0.109,11.0,0.62
3320.0,0.2,-0.0,7.389,7.03,-1.356,9.0,0.62
3322.0,0.2,-0.0,7.389,9.07,-1.299,11.0,0.63
3324.0,0.2,-0.0,7.389,12.95,-2.327,16.0,0.65
3326.0,0.2,-0.0,7.389,15.34,-1.061,17.0,0.62
3328.0,0.2,-0.0,7.389,8.6,-1.824,11.0,0.62
3330.0,0.2,-0.0,7.389,11.55,0.065,12.0,0.6
3332.0,0.2,-0.0,7.389,13.41,0.946,13.0,0.61
3334.0,0.203,0.065,5.351,4.73,-1.567,7.0,0.64
3336.0,0.203,-0.01,7.389,13.4,0.133,14.0,0.65
3338.0,0.202,-0.008,7.389,11.37,-0.971,13.0,0.63
3340.0,0.202,-0.007,7.389,8.48,-0.924,10.0,0.62
3342.0,0.202,-0.006,7.389,8.69,-0.648,10.0,0.63
3344.0,0.201,-0.005,7.389,9.03,-3.351,13.0,0.62
3346.0,0.201,-0.004,7.389,7.29,-0.198,8.0,0.6
3348.0,0.201,-0.004,7.389,7.99,-4.394,13.0,0.62
3350.0,0.201,-0.003,7.389,9.58,-0.792,11.0,0.63
3352.0,0.201,-0.003,7.389,13.46,0.124,14.0,0.63
3354.0,0.201,-0.002,7.389,12.22,-0.096,13.0,0.64
3356.0,0.201,-0.002,7.389,14.62,0.308,15.0,0.64
3358.0,0.2,-0.002,7.389,19.32,-0.077,20.0,0.62
3360.0,0.2,-0.001,7.389,11.79,-2.787,15.0,0.58
3362.0,0.2,-0.001,7.389,13.0,-0.55,14.0,0.59
3364.0,0.2,-0.001,7.389,11.19,-0.218,12.0,0.62
3366.0,0.2,-0.001,7.389,6.28,-0.079,7.0,0.63
3368.0,0.2,-0.001,7.389,8.36,-0.944,10.0,0.64
3370.0,0.2,-0.001,7.389,12.61,-0.583,14.0,0.66
3372.0,0.2,-0.001,7.389,9.77,-0.494,11.0,0.65
3374.0,0.2,-0.0,7.389,7.56,-1.752,10.0,0.64
3376.0,0.2,-0.0,7.389,13.41,0.131,14.0,0.64
3378.0,0.2,-0.0,7.389,14.28,2.0,13.0,0.64
3380.0,0.2,-0.0,7.389,12.28,2.0,11.0,0.64
3382.0,0.202,0.043,5.975,4.53,-2.837,8.0,0.63
3384.0,0.202,-0.007,7.389,7.38,0.015,8.0,0.63
3386.0,0.202,-0.006,7.389,8.58,-1.739,11.0,0.64
3388.0,0.203,0.018,6.607,5.28,-3.016,9.0,0.64
3390.0,0.202,-0.008,7.389,8.21,-1.11,10.0,0.64
3392.0,0.202,-0.006,7.389,11.43,0.107,12.0,0.64
3394.0,0.202,-0.005,7.389,9.55,-1.909,12.0,0.61
3396.0,0.201,-0.005,7.389,10.3,-0.136,11.0,0.61
3398.0,0.201,-0.004,7.389,13.36,0.958,13.0,0.62
3400.0,0.201,-0.003,7.389,15.78,-0.587,17.0,0.63
3402.0,0.201,-0.003,7.389,14.35,0.076,15.0,0.64
3404.0,0.201,-0.002,7.389,11.41,-0.879,13.0,0.64
3406.0,0.201,-0.002,7.389,14.38,1.073,14.0,0.64
3408.0,0.2,-0.002,7.389,12.44,1.052,12.0,0.62
3410.0,0.2,-0.001,7.389,14.87,-0.549,16.0,0.62
3412.0,0.2,-0.001,7.389,13.65,-0.695,15.0,0.63
3414.0,0.2,-0.001,7.389,7.18,-3.158,11.0,0.63
3416.0,0.2,-0.001,7.389,9.67,-0.777,11.0,0.61
3418.0,0.2,-0.001,7.389,10.34,-3.109,14.0,0.61
3420.0,0.2,-0.001,7.389,15.35,-0.083,16.0,0.61
3422.0,0.2,-0.001,7.389,10.15,-2.268,13.0,0.62
3424.0,0.2,-0.0,7.389,9.8,-1.616,12.0,0.62
3426.0,0.2,-0.0,7.389,8.37,-1.994,11.0,0.63
3428.0,0.2,-0.0,7.389,12.48,-1.81,15.0,0.64
3430.0,0.2,-0.0,7.389,12.58,-1.754,15.0,0.63
3432.0,0.2,-0.0,7.389,10.22,-1.06,12.0,0.64
3434.0,0.2,-0.0,7.389,11.71,-1.511,14.0,0.66
3436.0,0.206,0.115,4.186,3.83,-5.451,10.0,0.64
3438.0,0.208,0.041,5.607,4.2,-3.163,8.0,0.63
3440.0,0.232,0.491,0.86,-1.44,-7.708,7.0,0.65
3442.0,0.228,-0.097,7.389,6.52,-2.736,10.0,0.65
3444.0,0.223,-0.083,7.389,9.13,-2.082,12.0,0.66
3446.0,0.22,-0.07,7.389,12.86,-2.446,16.0,0.64
3448.0,0.217,-0.06,7.389,12.2,-2.095,15.0,0.64
3450.0,0.214,-0.051,7.389,12.16,-2.207,15.0,0.63
3452.0,0.212,-0.043,7.389,11.97,-0.392,13.0,0.63
3454.0,0.21,-0.037,7.389,9.37,-1.005,11.0,0.62
3456.0,0.209,-0.031,7.389,11.5,-0.744,13.0,0.65
3458.0,0.208,-0.026,7.389,9.75,-0.542,11.0,0.64
3460.0,0.206,-0.023,7.389,11.14,-2.236,14.0,0.62
3462.0,0.205,-0.019,7.389,7.09,-3.295,11.0,0.62
3464.0,0.205,-0.016,7.389,8.58,-1.744,11.0,0.64
3466.0,0.204,-0.014,7.389,6.35,-1.86,9.0,0.66
3468.0,0.203,-0.012,7.389,9.79,-1.522,12.0,0.64
3470.0,0.203,-0.01,7.389,12.34,-2.003,15.0,0.63
3472.0,0.202,-0.009,7.389,15.11,-0.328,16.0,0.61
3474.0,0.202,-0.007,7.389,11.23,-0.078,12.0,0.64
3476.0,0.202,-0.006,7.389,13.01,-1.268,15.0,0.65
3478.0,0.201,-0.005,7.389,8.49,-3.798,13.0,0.64
3480.0,0.201,-0.004,7.389,11.14,-1.233,13.0,0.62
3482.0,0.201,-0.004,7.389,11.56,0.159,12.0,0.62
3484.0,0.201,-0.003,7.389,12.31,-0.023,13.0,0.63
3486.0,0.201,-0.003,7.389,8.37,0.087,9.0,0.64
3488.0,0.201,-0.002,7.389,13.31,0.019,14.0,0.64
3490.0,0.201,-0.002,7.389,11.25,-0.071,12.0,0.64
3492.0,0.2,-0.002,7.389,10.55,-0.729,12.0,0.65
3494.0,0.2,-0.001,7.389,10.79,-2.498,14.0,0.64
3496.0,0.2,-0.001,7.389,7.58,-2.675,11.0,0.65
3498.0,0.2,-0.001,7.389,14.4,0.167,15.0,0.65
3500.0,0.2,-0.001,7.389,10.77,-0.447,12.0,0.66
3502.0,0.2,-0.001,7.389,13.42,-1.862,16.0,0.64
3504.0,0.2,-0.001,7.389,7.36,-1.95,10.0,0.64
3506.0,0.2,-0.001,7.389,10.19,-1.15,12.0,0.63
3508.0,0.2,-0.0,7.389,8.55,-1.691,11.0,0.65
3510.0,0.2,-0.0,7.389,8.67,-3.559,13.0,0.65
3512.0,0.2,-0.0,7.389,18.41,0.139,19.0,0.65
3514.0,0.2,-0.0,7.389,9.82,-0.327,11.0,0.67
3516.0,0.2,-0.0,7.389,9.95,-0.165,11.0,0.68
3518.0,0.2,-0.0,7.389,8.69,-2.515,12.0,0.66
3520.0,0.2,-0.0,7.389,6.39,-2.886,10.0,0.65
3522.0,0.2,-0.0,7.389,11.02,-2.284,14.0,0.64
3524.0,0.204,0.083,4.909,4.43,-2.852,8.0,0.64
3526.0,0.204,-0.013,7.389,8.33,-3.033,12.0,0.63
3528.0,0.203,-0.011,7.389,16.48,-0.981,18.0,0.61
3530.0,0.203,-0.009,7.389,8.97,-1.333,11.0,0.64
3532.0,0.202,-0.008,7.389,18.57,-0.697,20.0,0.65
3534.0,0.202,-0.007,7.389,16.11,-1.139,18.0,0.65
3536.0,0.202,-0.006,7.389,13.32,2.0,12.0,0.64
3538.0,0.201,-0.005,7.389,12.27,-1.023,14.0,0.64
3540.0,0.201,-0.004,7.389,14.34,2.0,13.0,0.63
3542.0,0.201,-0.003,7.389,9.51,-2.843,13.0,0.63
3544.0,0.201,-0.003,7.389,8.49,-1.791,11.0,0.64
3546.0,0.201,-0.002,7.389,9.86,-1.432,12.0,0.64
3548.0,0.201,-0.002,7.389,6.99,-1.404,9.0,0.62
3550.0,0.201,-0.002,7.389,10.46,2.0,9.0,0.61
3552.0,0.2,-0.002,7.389,9.64,-0.609,11.0,0.65
3554.0,0.2,-0.001,7.389,11.48,-0.716,13.0,0.66
3556.0,0.211,0.205,2.704,2.69,-4.583,8.0,0.65
3558.0,0.209,-0.032,7.389,8.57,-2.764,12.0,0.63
3560.0,0.208,-0.027,7.389,7.52,-2.774,11.0,0.64
3562.0,0.207,-0.023,7.389,8.31,-2.054,11.0,0.63
3564.0,0.208,0.02,6.143,3.9,-1.511,6.0,0.62
3566.0,0.215,0.156,3.229,2.36,-2.01,5.0,0.63
3568.0,0.213,-0.046,7.389,11.07,-1.328,13.0,0.62
3570.0,0.211,-0.039,7.389,13.96,-1.409,16.0,0.63
3572.0,0.209,-0.033,7.389,14.56,-0.897,16.0,0.61
3574.0,0.21,0.003,6.385,4.9,-2.412,8.0,0.64
3576.0,0.208,-0.029,7.389,7.71,-2.659,11.0,0.63
3578.0,0.207,-0.024,7.389,7.51,-2.811,11.0,0.64
3580.0,0.206,-0.021,7.389,8.9,-1.467,11.0,0.63
3582.0,0.205,-0.018,7.389,10.42,-1.947,13.0,0.63
3584.0,0.204,-0.015,7.389,14.49,-0.861,16.0,0.63
3586.0,0.204,-0.013,7.389,11.67,-1.767,14.0,0.61
3588.0,0.203,-0.011,7.389,10.58,-0.797,12.0,0.62
3590.0,0.203,-0.009,7.389,11.6,-0.721,13.0,0.64
3592.0,0.202,-0.008,7.389,8.7,-1.624,11.0,0.64
3594.0,0.202,-0.007,7.389,11.08,-1.248,13.0,0.63
